Año encuesta,Localidad,Sexo,Aseguramiento,Estrato,Casos de alteración de la salud por exposición a ruido,Casos de somnolencia diurna excesiva,Casos de alteración de sueño,Uso de audífonos,Registros
2022,Rafael Uribe,2,3. Ninguno,3,2,0,3,1,4
2022,Rafael Uribe,2,4. Régimen excepcional,2,0,0,0,0,1
2022,Rafael Uribe,2,4. Régimen excepcional,3,0,0,1,0,3
2022,San Cristóbal,1,1. Contributivo (EPS),1,1,1,0,1,2
2022,San Cristóbal,1,1. Contributivo (EPS),2,0,2,7,5,12
2022,San Cristóbal,1,1. Contributivo (EPS),3,0,0,0,2,3
2022,San Cristóbal,1,2.Subsidiado (EPSS),2,3,0,5,4,13
2022,San Cristóbal,1,2.Subsidiado (EPSS),3,0,1,1,2,3
2022,San Cristóbal,1,3. Ninguno,2,1,0,1,0,2
2022,San Cristóbal,2,1. Contributivo (EPS),1,2,0,1,2,4
2022,San Cristóbal,2,1. Contributivo (EPS),2,7,2,20,8,36
2022,San Cristóbal,2,1. Contributivo (EPS),3,2,1,3,4,9
2022,San Cristóbal,2,2.Subsidiado (EPSS),1,0,1,0,0,2
2022,San Cristóbal,2,2.Subsidiado (EPSS),2,7,1,19,7,32
2022,San Cristóbal,2,2.Subsidiado (EPSS),3,1,0,2,2,6
2022,San Cristóbal,2,3. Ninguno,2,0,1,1,0,2
2022,San Cristóbal,2,3. Ninguno,3,1,0,1,0,1
2022,San Cristóbal,2,4. Régimen excepcional,3,1,0,1,1,1
2022,Santa Fe,1,1. Contributivo (EPS),1,0,0,0,0,2
2022,Santa Fe,1,1. Contributivo (EPS),2,3,1,4,2,8
2022,Santa Fe,1,1. Contributivo (EPS),3,2,0,3,2,4
2022,Santa Fe,1,2.Subsidiado (EPSS),1,0,0,1,0,1
2022,Santa Fe,1,2.Subsidiado (EPSS),2,1,0,3,0,5
2022,Santa Fe,1,2.Subsidiado (EPSS),3,1,0,3,0,3
2022,Santa Fe,1,3. Ninguno,2,0,0,0,0,1
2022,Santa Fe,2,1. Contributivo (EPS),2,5,0,9,5,21
2022,Santa Fe,2,1. Contributivo (EPS),3,1,0,7,5,11
2022,Santa Fe,2,2.Subsidiado (EPSS),1,0,0,1,0,1
2022,Santa Fe,2,2.Subsidiado (EPSS),2,4,2,13,4,30
2022,Santa Fe,2,2.Subsidiado (EPSS),3,1,1,4,1,5
2022,Santa Fe,2,3. Ninguno,2,0,0,1,0,4
2022,Suba,1,1. Contributivo (EPS),2,11,4,11,16,39
2022,Suba,1,1. Contributivo (EPS),3,12,4,14,20,43
2022,Suba,1,1. Contributivo (EPS),4,3,3,3,11,14
2022,Suba,1,1. Contributivo (EPS),5,0,0,1,4,5
2022,Suba,1,2.Subsidiado (EPSS),2,3,0,5,6,15
2022,Suba,1,2.Subsidiado (EPSS),3,1,0,0,2,6
2022,Suba,1,3. Ninguno,2,0,0,0,2,4
2022,Suba,1,3. Ninguno,3,0,0,1,1,2
2022,Suba,1,3. Ninguno,4,0,1,1,1,2
2022,Suba,1,4. Régimen excepcional,2,0,0,1,0,1
2022,Suba,1,4. Régimen excepcional,3,0,0,0,1,1
2022,Suba,1,4. Régimen excepcional,4,0,0,0,1,1
2022,Suba,2,1. Contributivo (EPS),2,32,15,36,24,90
2022,Suba,2,1. Contributivo (EPS),3,25,5,20,22,61
2022,Suba,2,1. Contributivo (EPS),4,1,0,2,6,6
2022,Suba,2,1. Contributivo (EPS),5,0,0,0,0,1
2022,Suba,2,2.Subsidiado (EPSS),2,10,4,12,7,29
2022,Suba,2,2.Subsidiado (EPSS),3,6,1,5,3,15
2022,Suba,2,2.Subsidiado (EPSS),4,0,0,0,0,1
2022,Suba,2,3. Ninguno,2,0,0,0,1,2
2022,Suba,2,3. Ninguno,3,1,0,0,0,2
2022,Suba,2,4. Régimen excepcional,2,0,1,1,0,3
2022,Suba,2,4. Régimen excepcional,3,0,0,0,1,3
2022,Teusaquillo,1,1. Contributivo (EPS),3,1,0,1,1,3
2022,Teusaquillo,1,1. Contributivo (EPS),4,6,0,1,14,21
2022,Teusaquillo,1,2.Subsidiado (EPSS),3,0,0,0,1,1
2022,Teusaquillo,1,2.Subsidiado (EPSS),4,0,0,1,1,2
2022,Teusaquillo,1,4. Régimen excepcional,4,3,0,2,1,3
2022,Teusaquillo,2,1. Contributivo (EPS),3,4,0,3,3,9
2022,Teusaquillo,2,1. Contributivo (EPS),4,4,3,5,10,20
2022,Teusaquillo,2,2.Subsidiado (EPSS),3,1,0,1,1,2
2022,Teusaquillo,2,2.Subsidiado (EPSS),4,1,0,0,1,2
2022,Teusaquillo,2,3. Ninguno,4,0,0,0,0,1
2022,Teusaquillo,2,4. Régimen excepcional,4,0,0,0,1,1
2022,Tunjuelito,1,1. Contributivo (EPS),2,1,0,0,3,10
2022,Tunjuelito,1,1. Contributivo (EPS),3,1,0,0,4,4
2022,Tunjuelito,1,2.Subsidiado (EPSS),2,0,0,0,3,10
2022,Tunjuelito,1,2.Subsidiado (EPSS),3,0,0,0,0,2
2022,Tunjuelito,1,3. Ninguno,2,0,1,0,1,1
2022,Tunjuelito,1,4. Régimen excepcional,2,0,0,0,1,2
2022,Tunjuelito,2,1. Contributivo (EPS),2,3,0,4,2,27
2022,Tunjuelito,2,1. Contributivo (EPS),3,2,1,1,4,7
2022,Tunjuelito,2,2.Subsidiado (EPSS),2,4,0,6,5,30
2022,Tunjuelito,2,2.Subsidiado (EPSS),3,0,0,0,0,2
2022,Tunjuelito,2,4. Régimen excepcional,2,2,1,1,1,9
2022,Usaquén,1,1. Contributivo (EPS),1,0,0,0,0,1
2022,Usaquén,1,1. Contributivo (EPS),2,0,1,1,3,7
2022,Usaquén,1,1. Contributivo (EPS),3,3,4,8,6,19
2022,Usaquén,1,1. Contributivo (EPS),4,0,0,1,1,1
2022,Usaquén,1,1. Contributivo (EPS),5,0,0,1,1,1
2022,Usaquén,1,1. Contributivo (EPS),6,0,0,0,1,1
2022,Usaquén,1,2.Subsidiado (EPSS),1,2,0,2,0,2
2022,Usaquén,1,2.Subsidiado (EPSS),2,1,1,2,1,4
2022,Usaquén,1,2.Subsidiado (EPSS),3,1,0,2,1,4
2022,Usaquén,1,2.Subsidiado (EPSS),4,0,0,1,1,1
2022,Usaquén,1,3. Ninguno,3,0,0,0,0,2
2022,Usaquén,1,4. Régimen excepcional,3,1,1,1,0,1
2022,Usaquén,2,1. Contributivo (EPS),1,0,1,1,1,3
2022,Usaquén,2,1. Contributivo (EPS),2,7,3,2,4,16
2022,Usaquén,2,1. Contributivo (EPS),3,11,4,10,14,25
2022,Usaquén,2,1. Contributivo (EPS),4,1,0,1,3,3
2022,Usaquén,2,1. Contributivo (EPS),5,3,3,4,3,9
2022,Usaquén,2,1. Contributivo (EPS),6,1,1,1,1,2
2022,Usaquén,2,2.Subsidiado (EPSS),1,2,0,1,0,3
2022,Usaquén,2,2.Subsidiado (EPSS),2,3,1,2,1,3
2022,Usaquén,2,2.Subsidiado (EPSS),3,0,0,0,4,6
2022,Usaquén,2,2.Subsidiado (EPSS),4,0,0,0,0,1
2022,Usaquén,2,3. Ninguno,2,0,0,0,0,1
2022,Usaquén,2,3. Ninguno,3,0,0,1,1,2
2022,Usaquén,2,4. Régimen excepcional,3,0,0,0,0,1
2022,Usaquén,2,4. Régimen excepcional,5,1,1,1,0,1
2022,Usme,1,1. Contributivo (EPS),1,1,1,3,4,6
2022,Usme,1,1. Contributivo (EPS),2,0,0,0,2,10
2022,Usme,1,2.Subsidiado (EPSS),1,1,0,3,0,5
2022,Usme,1,2.Subsidiado (EPSS),2,0,0,0,0,4
2022,Usme,1,3. Ninguno,2,0,0,0,1,1
2022,Usme,2,1. Contributivo (EPS),1,8,5,6,9,27
2022,Usme,2,1. Contributivo (EPS),2,1,2,10,8,31
2022,Usme,2,2.Subsidiado (EPSS),1,4,1,7,4,20
2022,Usme,2,2.Subsidiado (EPSS),2,5,1,4,4,24
2022,Usme,2,3. Ninguno,2,0,0,0,0,1
2022,Usme,2,4. Régimen excepcional,2,1,0,1,0,3
2023,Antonio Nariño,1,Contributivo (EPS),2,1,1,1,2,2
2023,Antonio Nariño,1,Contributivo (EPS),3,2,2,4,7,20
2023,Antonio Nariño,1,Ninguno,3,0,0,1,2,3
2023,Antonio Nariño,1,Régimen excepcional,3,0,0,0,1,1
2023,Antonio Nariño,1,Subsidiado (EPSS),3,1,0,2,1,6
2023,Antonio Nariño,2,Contributivo (EPS),2,2,0,0,1,3
2023,Antonio Nariño,2,Contributivo (EPS),3,12,4,19,9,49
2023,Antonio Nariño,2,Ninguno,2,1,0,0,1,1
2023,Antonio Nariño,2,Ninguno,3,0,0,0,1,2
2023,Antonio Nariño,2,Régimen excepcional,3,1,0,1,0,2
2023,Antonio Nariño,2,Subsidiado (EPSS),1,0,0,1,0,1
2023,Antonio Nariño,2,Subsidiado (EPSS),2,2,1,6,1,9
2023,Antonio Nariño,2,Subsidiado (EPSS),3,2,1,7,5,16
2023,Barrios Unidos,1,Contributivo (EPS),3,1,2,4,4,14
2023,Barrios Unidos,1,Contributivo (EPS),4,1,0,1,2,3
2023,Barrios Unidos,1,Ninguno,3,1,0,1,1,3
2023,Barrios Unidos,1,Régimen excepcional,3,2,0,1,1,3
2023,Barrios Unidos,1,Subsidiado (EPSS),3,0,1,2,2,6
2023,Barrios Unidos,1,Subsidiado (EPSS),4,0,0,0,0,1
2023,Barrios Unidos,1,Subsidiado (EPSS),5,1,1,0,1,1
2023,Barrios Unidos,2,Contributivo (EPS),2,1,0,0,0,1
2023,Barrios Unidos,2,Contributivo (EPS),3,6,2,5,7,22
2023,Barrios Unidos,2,Contributivo (EPS),4,2,1,2,2,6
2023,Barrios Unidos,2,Régimen excepcional,4,0,0,0,0,1
2023,Barrios Unidos,2,Subsidiado (EPSS),3,3,0,0,1,8
2023,Bosa,1,Contributivo (EPS),1,1,0,1,0,1
2023,Bosa,1,Contributivo (EPS),2,5,0,6,11,20
2023,Bosa,1,Régimen excepcional,2,0,0,0,0,1
2023,Bosa,1,Subsidiado (EPSS),2,3,0,1,2,8
2023,Bosa,2,Contributivo (EPS),1,6,0,4,4,10
2023,Bosa,2,Contributivo (EPS),2,20,2,29,26,74
2023,Bosa,2,Contributivo (EPS),3,0,0,1,2,2
2023,Bosa,2,Ninguno,1,0,0,1,1,1
2023,Bosa,2,Ninguno,2,0,0,1,1,4
2023,Bosa,2,Régimen excepcional,2,0,0,2,0,2
2023,Bosa,2,Subsidiado (EPSS),1,0,0,0,0,1
2023,Bosa,2,Subsidiado (EPSS),2,13,4,20,11,58
2023,Bosa,2,Subsidiado (EPSS),3,0,0,0,0,1
2023,Candelaria,1,Contributivo (EPS),2,0,0,4,4,7
2023,Candelaria,1,Contributivo (EPS),3,0,0,0,0,1
2023,Candelaria,1,Subsidiado (EPSS),2,1,2,2,0,5
2023,Candelaria,2,Contributivo (EPS),2,2,0,2,0,3
2023,Candelaria,2,Contributivo (EPS),3,3,0,3,1,5
2023,Candelaria,2,Ninguno,2,0,0,0,0,1
2023,Candelaria,2,Ninguno,3,0,0,2,1,2
2023,Candelaria,2,Subsidiado (EPSS),2,6,2,11,3,20
2023,Candelaria,2,Subsidiado (EPSS),3,1,1,1,0,2
2023,Chapinero,1,Contributivo (EPS),1,0,0,0,1,2
2023,Chapinero,1,Contributivo (EPS),2,0,0,1,0,2
2023,Chapinero,1,Contributivo (EPS),3,2,1,1,2,3
2023,Chapinero,1,Contributivo (EPS),4,0,0,0,2,3
2023,Chapinero,1,Contributivo (EPS),5,1,0,0,1,2
2023,Chapinero,1,Contributivo (EPS),6,0,0,0,1,2
2023,Chapinero,1,Ninguno,2,0,0,0,0,1
2023,Chapinero,1,Ninguno,4,1,0,0,0,1
2023,Chapinero,1,Ninguno,6,0,0,0,1,1
2023,Chapinero,1,Subsidiado (EPSS),1,1,0,2,1,3
2023,Chapinero,1,Subsidiado (EPSS),2,0,3,0,0,5
2023,Chapinero,2,Contributivo (EPS),1,0,0,0,0,3
2023,Chapinero,2,Contributivo (EPS),2,1,1,2,2,7
2023,Chapinero,2,Contributivo (EPS),3,2,0,1,2,4
2023,Chapinero,2,Contributivo (EPS),4,1,1,0,1,5
2023,Chapinero,2,Contributivo (EPS),5,1,0,0,2,4
2023,Chapinero,2,Contributivo (EPS),6,1,0,1,2,3
2023,Chapinero,2,Ninguno,2,0,0,0,0,2
2023,Chapinero,2,Régimen excepcional,2,0,0,0,0,1
2023,Chapinero,2,Subsidiado (EPSS),1,1,2,0,1,6
2023,Chapinero,2,Subsidiado (EPSS),2,2,0,0,0,4
2023,Chapinero,2,Subsidiado (EPSS),4,1,0,0,0,1
2023,Ciudad Bolívar,1,Contributivo (EPS),1,1,2,0,3,14
2023,Ciudad Bolívar,1,Contributivo (EPS),2,2,1,2,6,9
2023,Ciudad Bolívar,1,Ninguno,1,0,0,1,0,1
2023,Ciudad Bolívar,1,Subsidiado (EPSS),1,2,1,1,2,12
2023,Ciudad Bolívar,1,Subsidiado (EPSS),2,1,0,0,1,3
2023,Ciudad Bolívar,2,Contributivo (EPS),1,11,2,6,15,40
2023,Ciudad Bolívar,2,Contributivo (EPS),2,4,4,3,8,25
2023,Ciudad Bolívar,2,Contributivo (EPS),3,1,0,0,0,1
2023,Ciudad Bolívar,2,Ninguno,1,0,0,0,0,1
2023,Ciudad Bolívar,2,Régimen excepcional,1,0,0,0,0,1
2023,Ciudad Bolívar,2,Régimen excepcional,2,0,0,0,1,1
2023,Ciudad Bolívar,2,Subsidiado (EPSS),1,11,3,9,8,50
2023,Ciudad Bolívar,2,Subsidiado (EPSS),2,4,0,2,4,13
2023,Ciudad Bolívar,2,Subsidiado (EPSS),3,0,0,0,0,1
2023,Engativá,1,Contributivo (EPS),2,5,0,1,5,10
2023,Engativá,1,Contributivo (EPS),3,11,8,9,32,56
2023,Engativá,1,Contributivo (EPS),4,1,1,0,0,1
2023,Engativá,1,Ninguno,2,0,0,0,0,1
2023,Engativá,1,Ninguno,3,0,0,0,1,2
2023,Engativá,1,Régimen excepcional,2,1,0,0,0,2
2023,Engativá,1,Régimen excepcional,3,1,0,1,0,2
2023,Engativá,1,Subsidiado (EPSS),2,0,0,0,0,1
2023,Engativá,1,Subsidiado (EPSS),3,1,0,4,5,10
2023,Engativá,2,Contributivo (EPS),2,6,2,3,7,24
2023,Engativá,2,Contributivo (EPS),3,25,15,21,34,74
2023,Engativá,2,Contributivo (EPS),4,2,1,1,1,2
2023,Engativá,2,Ninguno,2,1,0,1,1,2
2023,Engativá,2,Ninguno,3,2,1,1,2,4
2023,Engativá,2,Régimen excepcional,3,1,0,0,0,1
2023,Engativá,2,Subsidiado (EPSS),2,4,0,3,4,7
2023,Engativá,2,Subsidiado (EPSS),3,1,3,2,5,14
2023,Fontibón,1,Contributivo (EPS),2,1,0,1,4,8
2023,Fontibón,1,Contributivo (EPS),3,2,0,4,4,13
2023,Fontibón,1,Contributivo (EPS),4,1,0,1,3,4
2023,Fontibón,1,Ninguno,3,0,0,1,1,1
2023,Fontibón,1,Subsidiado (EPSS),2,0,0,1,0,1
2023,Fontibón,1,Subsidiado (EPSS),3,2,1,3,3,5
2023,Fontibón,2,Contributivo (EPS),2,4,0,2,6,16
2023,Fontibón,2,Contributivo (EPS),3,7,0,12,11,36
2023,Fontibón,2,Contributivo (EPS),4,2,1,5,4,15
2023,Fontibón,2,Contributivo (EPS),5,0,0,0,1,2
2023,Fontibón,2,Ninguno,3,1,0,1,0,1
2023,Fontibón,2,Régimen excepcional,4,0,0,0,1,1
2023,Fontibón,2,Subsidiado (EPSS),2,4,1,5,1,13
2023,Fontibón,2,Subsidiado (EPSS),3,2,0,4,2,13
2023,Fontibón,2,Subsidiado (EPSS),4,0,0,0,0,1
2023,Kennedy,1,Contributivo (EPS),2,2,0,5,10,17
2023,Kennedy,1,Contributivo (EPS),3,8,0,9,9,17
2023,Kennedy,1,Ninguno,2,0,0,0,1,1
2023,Kennedy,1,Ninguno,3,0,0,1,1,2
2023,Kennedy,1,Régimen excepcional,2,1,0,1,1,2
2023,Kennedy,1,Régimen excepcional,3,0,0,1,1,1
2023,Kennedy,1,Subsidiado (EPSS),1,0,0,0,1,1
2023,Kennedy,1,Subsidiado (EPSS),2,3,0,0,5,7
2023,Kennedy,1,Subsidiado (EPSS),3,2,0,5,3,5
2023,Kennedy,2,Contributivo (EPS),1,0,0,0,1,1
2023,Kennedy,2,Contributivo (EPS),2,18,0,26,17,72
2023,Kennedy,2,Contributivo (EPS),3,14,2,21,14,47
2023,Kennedy,2,Ninguno,2,1,0,3,2,6
2023,Kennedy,2,Régimen excepcional,2,1,1,3,0,4
2023,Kennedy,2,Régimen excepcional,3,0,0,1,1,1
2023,Kennedy,2,Subsidiado (EPSS),1,1,0,0,1,2
2023,Kennedy,2,Subsidiado (EPSS),2,17,2,22,12,44
2023,Kennedy,2,Subsidiado (EPSS),3,4,0,6,7,18
2023,Mártires,1,Contributivo (EPS),2,1,1,1,1,2
2023,Mártires,1,Contributivo (EPS),3,5,1,5,6,15
2023,Mártires,1,Ninguno,3,0,0,1,0,1
2023,Mártires,1,Subsidiado (EPSS),3,0,0,0,4,8
2023,Mártires,2,Contributivo (EPS),2,1,1,1,1,5
2023,Mártires,2,Contributivo (EPS),3,7,2,19,12,36
2023,Mártires,2,Ninguno,2,1,1,1,0,1
2023,Mártires,2,Ninguno,3,0,0,0,0,2
2023,Mártires,2,Subsidiado (EPSS),2,2,1,2,2,4
2023,Mártires,2,Subsidiado (EPSS),3,5,5,12,8,29
2023,Puente Aranda,1,Contributivo (EPS),3,2,0,5,6,16
2023,Puente Aranda,1,Régimen excepcional,3,0,0,0,1,1
2023,Puente Aranda,1,Subsidiado (EPSS),3,0,0,4,3,7
2023,Puente Aranda,2,Contributivo (EPS),3,11,4,20,17,52
2023,Puente Aranda,2,Ninguno,3,0,0,1,0,4
2023,Puente Aranda,2,Régimen excepcional,3,1,0,4,2,7
2023,Puente Aranda,2,Subsidiado (EPSS),2,1,0,0,0,1
2023,Puente Aranda,2,Subsidiado (EPSS),3,4,0,6,5,23
2023,Rafael Uribe,1,Contributivo (EPS),1,0,0,0,0,1
2023,Rafael Uribe,1,Contributivo (EPS),2,0,1,0,3,5
2023,Rafael Uribe,1,Contributivo (EPS),3,1,0,0,2,6
2023,Rafael Uribe,1,Ninguno,2,0,0,0,0,1
2023,Rafael Uribe,1,Ninguno,3,0,0,0,0,1
2023,Rafael Uribe,1,Régimen excepcional,3,1,0,0,0,1
2023,Rafael Uribe,1,Subsidiado (EPSS),2,1,1,2,0,4
2023,Rafael Uribe,1,Subsidiado (EPSS),3,3,0,3,2,8
2023,Rafael Uribe,2,Contributivo (EPS),1,1,0,1,1,3
2023,Rafael Uribe,2,Contributivo (EPS),2,9,6,13,12,27
2023,Rafael Uribe,2,Contributivo (EPS),3,2,0,7,2,18
2023,Rafael Uribe,2,Ninguno,2,1,0,1,0,1
2023,Rafael Uribe,2,Ninguno,3,1,0,1,0,1
2023,Rafael Uribe,2,Régimen excepcional,2,0,0,0,1,1
2023,Rafael Uribe,2,Régimen excepcional,3,1,0,2,0,2
2023,Rafael Uribe,2,Subsidiado (EPSS),1,0,0,0,0,1
2023,Rafael Uribe,2,Subsidiado (EPSS),2,6,1,10,7,25
2023,Rafael Uribe,2,Subsidiado (EPSS),3,1,1,4,2,14
2023,San Cristóbal,1,Contributivo (EPS),1,0,0,0,0,2
2023,San Cristóbal,1,Contributivo (EPS),2,1,2,0,7,13
2023,San Cristóbal,1,Contributivo (EPS),3,1,2,1,1,5
2023,San Cristóbal,1,Ninguno,2,0,0,1,2,3
2023,San Cristóbal,1,Subsidiado (EPSS),1,1,0,0,0,2
2023,San Cristóbal,1,Subsidiado (EPSS),2,1,0,1,2,8
2023,San Cristóbal,1,Subsidiado (EPSS),3,1,0,1,0,1
2023,San Cristóbal,2,Contributivo (EPS),1,1,1,3,1,5
2023,San Cristóbal,2,Contributivo (EPS),2,5,5,15,13,44
2023,San Cristóbal,2,Contributivo (EPS),3,1,0,6,1,8
2023,San Cristóbal,2,Ninguno,2,1,0,1,1,1
2023,San Cristóbal,2,Régimen excepcional,1,0,0,0,0,1
2023,San Cristóbal,2,Subsidiado (EPSS),2,4,5,11,6,30
2023,San Cristóbal,2,Subsidiado (EPSS),3,0,1,1,2,5
2023,Santa Fe,1,Contributivo (EPS),1,1,0,0,1,1
2023,Santa Fe,1,Contributivo (EPS),2,1,0,2,3,5
2023,Santa Fe,1,Contributivo (EPS),3,3,0,2,3,8
2023,Santa Fe,1,Ninguno,2,1,0,1,1,1
2023,Santa Fe,1,Ninguno,3,0,0,1,1,2
2023,Santa Fe,1,Régimen excepcional,2,1,0,0,0,1
2023,Santa Fe,1,Régimen excepcional,3,0,0,0,1,1
2023,Santa Fe,1,Subsidiado (EPSS),2,0,2,1,3,9
2023,Santa Fe,1,Subsidiado (EPSS),3,0,0,0,1,2
2023,Santa Fe,2,Contributivo (EPS),1,0,1,2,0,2
2023,Santa Fe,2,Contributivo (EPS),2,8,1,12,8,28
2023,Santa Fe,2,Contributivo (EPS),3,2,1,2,2,10
2023,Santa Fe,2,Ninguno,1,0,0,1,0,1
2023,Santa Fe,2,Ninguno,2,1,0,0,1,2
2023,Santa Fe,2,Ninguno,3,0,0,0,1,1
2023,Santa Fe,2,Régimen excepcional,2,0,0,0,1,1
2023,Santa Fe,2,Régimen excepcional,3,1,0,1,1,2
2023,Santa Fe,2,Subsidiado (EPSS),1,1,0,0,0,2
2023,Santa Fe,2,Subsidiado (EPSS),2,5,0,8,7,32
2023,Santa Fe,2,Subsidiado (EPSS),3,0,0,0,2,5
2023,Suba,1,Contributivo (EPS),2,6,1,1,15,34
2023,Suba,1,Contributivo (EPS),3,5,1,5,11,22
2023,Suba,1,Contributivo (EPS),4,2,1,1,7,11
2023,Suba,1,Contributivo (EPS),5,0,0,0,4,7
2023,Suba,1,Ninguno,2,0,1,0,1,3
2023,Suba,1,Ninguno,3,0,0,1,2,2
2023,Suba,1,Régimen excepcional,4,0,0,0,0,1
2023,Suba,1,Subsidiado (EPSS),2,3,0,1,3,9
2023,Suba,1,Subsidiado (EPSS),3,2,1,3,2,7
2023,Suba,2,Contributivo (EPS),2,33,12,26,15,61
2023,Suba,2,Contributivo (EPS),3,20,6,16,21,47
2023,Suba,2,Contributivo (EPS),4,3,2,1,4,10
2023,Suba,2,Contributivo (EPS),5,6,1,3,6,16
2023,Suba,2,Ninguno,2,1,0,1,0,1
2023,Suba,2,Ninguno,3,2,0,2,2,6
2023,Suba,2,Régimen excepcional,2,2,0,0,1,2
2023,Suba,2,Régimen excepcional,5,1,0,0,0,1
2023,Suba,2,Subsidiado (EPSS),2,11,5,11,4,32
2023,Suba,2,Subsidiado (EPSS),3,4,1,2,2,7
2023,Suba,2,Subsidiado (EPSS),4,0,0,0,1,1
2023,Sumapaz,1,Contributivo (EPS),1,0,1,0,0,1
2023,Sumapaz,2,Contributivo (EPS),1,0,2,0,0,3
2023,Sumapaz,2,Subsidiado (EPSS),1,1,0,2,0,6
2023,Teusaquillo,1,Contributivo (EPS),3,4,1,0,3,8
2023,Teusaquillo,1,Contributivo (EPS),4,6,0,4,9,17
2023,Teusaquillo,1,Contributivo (EPS),5,0,2,0,1,2
2023,Teusaquillo,1,Ninguno,3,0,0,0,0,1
2023,Teusaquillo,1,Ninguno,4,0,0,0,1,1
2023,Teusaquillo,1,Régimen excepcional,4,0,0,0,0,1
2023,Teusaquillo,1,Subsidiado (EPSS),3,1,0,0,0,1
2023,Teusaquillo,1,Subsidiado (EPSS),4,1,0,1,1,1
2023,Teusaquillo,2,Contributivo (EPS),3,2,0,2,2,5
2023,Teusaquillo,2,Contributivo (EPS),4,3,2,6,12,22
2023,Teusaquillo,2,Régimen excepcional,3,0,0,1,0,1
2023,Teusaquillo,2,Régimen excepcional,4,0,1,1,0,2
2023,Teusaquillo,2,Subsidiado (EPSS),3,0,0,1,1,1
2023,Teusaquillo,2,Subsidiado (EPSS),4,1,0,1,1,1
2023,Tunjuelito,1,Contributivo (EPS),2,2,1,4,3,12
2023,Tunjuelito,1,Contributivo (EPS),3,0,0,0,0,1
2023,Tunjuelito,1,Ninguno,2,0,0,0,1,1
2023,Tunjuelito,1,Ninguno,3,0,0,0,0,1
2023,Tunjuelito,1,Régimen excepcional,2,0,0,0,0,1
2023,Tunjuelito,1,Régimen excepcional,3,0,0,0,0,1
2023,Tunjuelito,1,Subsidiado (EPSS),2,2,2,2,4,10
2023,Tunjuelito,1,Subsidiado (EPSS),3,0,0,0,0,2
2023,Tunjuelito,2,Contributivo (EPS),2,9,5,10,8,35
2023,Tunjuelito,2,Contributivo (EPS),3,2,3,4,3,10
2023,Tunjuelito,2,Ninguno,2,0,0,0,1,2
2023,Tunjuelito,2,Ninguno,3,0,0,1,0,1
2023,Tunjuelito,2,Régimen excepcional,2,1,0,1,0,1
2023,Tunjuelito,2,Régimen excepcional,3,0,0,0,0,1
2023,Tunjuelito,2,Subsidiado (EPSS),2,9,3,9,14,47
2023,Tunjuelito,2,Subsidiado (EPSS),3,1,0,1,0,1
2023,Usaquén,1,Contributivo (EPS),1,0,1,0,1,2
2023,Usaquén,1,Contributivo (EPS),2,0,1,1,4,5
2023,Usaquén,1,Contributivo (EPS),3,4,0,2,4,8
2023,Usaquén,1,Contributivo (EPS),4,4,2,2,5,7
2023,Usaquén,1,Contributivo (EPS),5,2,1,1,4,5
2023,Usaquén,1,Contributivo (EPS),6,1,0,0,1,3
2023,Usaquén,1,Ninguno,2,1,1,1,0,1
2023,Usaquén,1,Ninguno,3,1,0,0,1,1
2023,Usaquén,1,Ninguno,4,1,0,0,1,1
2023,Usaquén,1,Régimen excepcional,3,0,0,0,0,1
2023,Usaquén,1,Subsidiado (EPSS),1,1,0,2,1,2
2023,Usaquén,1,Subsidiado (EPSS),2,2,2,0,0,4
2023,Usaquén,2,Contributivo (EPS),1,0,0,1,1,3
2023,Usaquén,2,Contributivo (EPS),2,4,1,3,1,9
2023,Usaquén,2,Contributivo (EPS),3,18,4,12,10,32
2023,Usaquén,2,Contributivo (EPS),4,10,4,7,9,15
2023,Usaquén,2,Contributivo (EPS),5,4,3,2,4,7
2023,Usaquén,2,Contributivo (EPS),6,2,1,4,3,9
2023,Usaquén,2,Ninguno,3,0,0,0,0,1
2023,Usaquén,2,Ninguno,5,0,0,0,0,1
2023,Usaquén,2,Régimen excepcional,3,1,1,0,1,1
2023,Usaquén,2,Subsidiado (EPSS),1,1,0,0,1,2
2023,Usaquén,2,Subsidiado (EPSS),2,2,2,1,2,6
2023,Usaquén,2,Subsidiado (EPSS),3,5,1,7,2,8
2023,Usme,1,Contributivo (EPS),1,0,0,0,1,3
2023,Usme,1,Contributivo (EPS),2,0,0,0,3,7
2023,Usme,1,Ninguno,1,0,0,0,0,1
2023,Usme,1,Ninguno,2,0,0,0,0,1
2023,Usme,1,Subsidiado (EPSS),1,1,0,2,1,5
2023,Usme,1,Subsidiado (EPSS),2,1,0,0,1,4
2023,Usme,2,Contributivo (EPS),1,10,0,3,7,24
2023,Usme,2,Contributivo (EPS),2,10,3,14,6,43
2023,Usme,2,Ninguno,1,0,0,0,0,1
2023,Usme,2,Régimen excepcional,2,0,1,0,0,3
2023,Usme,2,Subsidiado (EPSS),1,10,4,6,4,24
2023,Usme,2,Subsidiado (EPSS),2,6,1,6,5,28
2024,Antonio Nariño,1,Contributivo (EPS),2,0,0,0,0,1
2024,Antonio Nariño,1,Contributivo (EPS),3,4,1,9,9,19
2024,Antonio Nariño,1,Ninguno,3,2,1,3,3,5
2024,Antonio Nariño,1,Régimen excepcional,3,0,0,0,0,1
2024,Antonio Nariño,1,Subsidiado (EPSS),2,0,0,1,0,1
